row_id,attacker_model,img1,img2,dataset,attack_type,bpa_cnn_path
9,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_75.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_76.jpg,lfw_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_23f40751.png
15,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_518.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_519.jpg,lfw_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_4233f727.png
16,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_24.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_25.jpg,lfw_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_0d44d931.png
23,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_6.jpg,lfw_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_9da30284.png
18,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/092809.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/108708.jpg,celeba_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r18_092809_to_108708_dodging_attack_504d3fbb.png
27,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/023869.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/024923.jpg,celeba_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r27_023869_to_024923_dodging_attack_7afea6e1.png
28,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/130980.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147767.jpg,celeba_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r28_130980_to_147767_dodging_attack_9ff3acb9.png
30,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/042909.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/048579.jpg,celeba_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r30_042909_to_048579_dodging_attack_5c12c822.png
33,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/169016.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/171037.jpg,celeba_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r33_169016_to_171037_dodging_attack_4b6633c9.png
1,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0113_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0122_01.jpg,vggface2_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r1_n000007_0113_01_to_n000007_0122_01_dodging_attack_b9c2b68e.png
4,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0256_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0348_01.jpg,vggface2_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r4_n000008_0256_01_to_n000008_0348_01_dodging_attack_25c31d10.png
7,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0058_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0081_01.jpg,vggface2_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r7_n000010_0058_01_to_n000010_0081_01_dodging_attack_10438c6d.png
10,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0022_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0076_01.jpg,vggface2_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r10_n000005_0022_01_to_n000005_0076_01_dodging_attack_92d65664.png
11,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0176_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0335_03.jpg,vggface2_pairs,dodging_attack,/mnt/c/Users/abc/Desktop/intern/coding/transferattack/outputs_bpa/VGG-Face/BPA_CNN/adv_r11_n000007_0176_01_to_n000007_0335_03_dodging_attack_e9c54d6a.png
